シート種別,事業年度,予算事業ID,事業名,建制順,所管府省庁,府省庁,局・庁,部,課,室,班,係,その他担当組織_作成責任者_no,府省庁（その他担当組織）,局・庁（その他担当組織）,部（その他担当組織）,課（その他担当組織）,室（その他担当組織）,班（その他担当組織）,係（その他担当組織）,作成責任者
レビューシート,2024,6832,世界で活躍できる研究者戦略育成事業,19,文部科学省,文部科学省,科学技術・学術政策局,,人材政策課,人材政策推進室,,,3,文部科学省,科学技術・学術政策局,,政策課,,,,
レビューシート,2024,6833,データ関連人材育成プログラム,19,文部科学省,文部科学省,科学技術・学術政策局,,人材政策課,人材政策推進室,,,1,文部科学省,科学技術・学術政策局,,政策課,,,総括係,奥篤史
レビューシート,2024,6833,データ関連人材育成プログラム,19,文部科学省,文部科学省,科学技術・学術政策局,,人材政策課,人材政策推進室,,,2,文部科学省,科学技術・学術政策局,,政策課,,,会計係,
レビューシート,2024,6833,データ関連人材育成プログラム,19,文部科学省,文部科学省,科学技術・学術政策局,,人材政策課,人材政策推進室,,,3,文部科学省,科学技術・学術政策局,,政策課,,,,
レビューシート,2024,6834,科学技術・イノベーション人材の育成等に関する政策の企画立案と事業推進事務,19,文部科学省,文部科学省,科学技術・学術政策局,,人材政策課,,,総括係,1,文部科学省,科学技術・学術政策局,,人材政策課,人材政策推進室,,,奥篤史
レビューシート,2024,6834,科学技術・イノベーション人材の育成等に関する政策の企画立案と事業推進事務,19,文部科学省,文部科学省,科学技術・学術政策局,,人材政策課,,,総括係,2,文部科学省,科学技術・学術政策局,,人材政策課,,,次世代人材育成係,
レビューシート,2024,6834,科学技術・イノベーション人材の育成等に関する政策の企画立案と事業推進事務,19,文部科学省,文部科学省,科学技術・学術政策局,,人材政策課,,,総括係,3,文部科学省,科学技術・学術政策局,,人材政策課,,,技術士係,
レビューシート,2024,6834,科学技術・イノベーション人材の育成等に関する政策の企画立案と事業推進事務,19,文部科学省,文部科学省,科学技術・学術政策局,,人材政策課,,,総括係,4,文部科学省,科学技術・学術政策局,,人材政策課,,,管理係,
レビューシート,2024,6834,科学技術・イノベーション人材の育成等に関する政策の企画立案と事業推進事務,19,文部科学省,文部科学省,科学技術・学術政策局,,人材政策課,,,総括係,5,文部科学省,科学技術・学術政策局,,人材政策課,,,経理係,
レビューシート,2024,6835,リサーチ・アドミニストレーター等のマネジメント人材に係る質保証制度の実施,19,文部科学省,文部科学省,科学技術・学術政策局,,人材政策課,人材政策推進室,,,1,文部科学省,科学技術・学術政策局,,政策課,,,総括係,奥篤史
レビューシート,2024,6835,リサーチ・アドミニストレーター等のマネジメント人材に係る質保証制度の実施,19,文部科学省,文部科学省,科学技術・学術政策局,,人材政策課,人材政策推進室,,,2,文部科学省,科学技術・学術政策局,,政策課,,,会計係,
レビューシート,2024,6835,リサーチ・アドミニストレーター等のマネジメント人材に係る質保証制度の実施,19,文部科学省,文部科学省,科学技術・学術政策局,,人材政策課,人材政策推進室,,,3,文部科学省,科学技術・学術政策局,,政策課,,,,
レビューシート,2024,6837,再生・細胞医療・遺伝子治療実現加速化プログラム,19,文部科学省,文部科学省,研究振興局,,ライフサイエンス課,,,,1,,,,,,,,釜井宏行
レビューシート,2024,6838,脳神経科学統合プログラム,19,文部科学省,文部科学省,研究振興局,,ライフサイエンス課,,,,1,,,,,,,,釜井宏行
レビューシート,2024,6839,生命科学・創薬研究支援基盤事業,19,文部科学省,文部科学省,研究振興局,,ライフサイエンス課,,,,1,,,,,,,,釜井宏行
レビューシート,2024,6840,医療分野国際科学技術共同研究開発推進事業,19,文部科学省,文部科学省,科学技術・学術政策局,,参事官（国際戦略担当）,,,,1,文部科学省,科学技術・学術政策局,,政策課,,,総括係,倉田佳奈江
レビューシート,2024,6840,医療分野国際科学技術共同研究開発推進事業,19,文部科学省,文部科学省,科学技術・学術政策局,,参事官（国際戦略担当）,,,,2,文部科学省,科学技術・学術政策局,,政策課,,,,
レビューシート,2024,6840,医療分野国際科学技術共同研究開発推進事業,19,文部科学省,文部科学省,科学技術・学術政策局,,参事官（国際戦略担当）,,,,3,文部科学省,科学技術・学術政策局,,政策課,,,会計係,
レビューシート,2024,6840,医療分野国際科学技術共同研究開発推進事業,19,文部科学省,文部科学省,科学技術・学術政策局,,参事官（国際戦略担当）,,,,4,文部科学省,科学技術・学術政策局,,参事官（国際戦略担当）,,,,
レビューシート,2024,6841,次世代がん医療加速化研究事業,19,文部科学省,文部科学省,研究振興局,,研究振興戦略官,,,,1,,,,,,,,大月光康
レビューシート,2024,6842,スマートバイオ創薬等研究支援事業,19,文部科学省,文部科学省,研究振興局,,ライフサイエンス課,,,,1,,,,,,,,釜井宏行
レビューシート,2024,6843,医療機器等研究成果展開事業,19,文部科学省,文部科学省,研究振興局,,研究振興戦略官,,,,1,,,,,,,,大月光康
レビューシート,2024,6844,ゲノム医療実現バイオバンク利活用プログラム（B-cure）,19,文部科学省,文部科学省,研究振興局,,ライフサイエンス課,,,,1,,,,,,,,釜井宏行
レビューシート,2024,6845,新興・再興感染症研究基盤創生事業,19,文部科学省,文部科学省,研究振興局,,研究振興戦略官,,,,1,,,,,,,,大月光康
レビューシート,2024,6846,橋渡し研究プログラム,19,文部科学省,文部科学省,研究振興局,,ライフサイエンス課,,,,1,,,,,,,,釜井宏行
レビューシート,2024,6847,ヒューマン・フロンティア・サイエンス・プログラム,19,文部科学省,文部科学省,研究振興局,,研究振興戦略官,,,,1,,,,,,,,大月光康
レビューシート,2024,6848,ライフサイエンス研究基盤整備事業,19,文部科学省,文部科学省,研究振興局,,ライフサイエンス課,,,,1,,,,,,,,釜井宏行
レビューシート,2024,6849,健康・医療研究開発データ統合利活用プラットフォーム事業,19,文部科学省,文部科学省,研究振興局,,ライフサイエンス課,,,,1,,,,,,,,釜井宏行
レビューシート,2024,6850,健康・医療分野におけるムーンショット型研究開発等事業,19,文部科学省,文部科学省,研究振興局,,ライフサイエンス課,,,,1,,,,,,,,釜井宏行
レビューシート,2024,6851,ワクチン・新規モダリティ研究開発事業,19,文部科学省,文部科学省,研究振興局,,ライフサイエンス課,,,,1,,,,,,,,釜井宏行
レビューシート,2024,6862,ワクチン開発のための世界トップレベル研究開発拠点の形成事業,19,文部科学省,文部科学省,研究振興局,,研究振興戦略官,,,,1,,,,,,,,大月光康
レビューシート,2024,6869,水道分野サプライチェーン等調査検討経費,23,国土交通省,国土交通省,水管理・国土保全局,,水道事業課,水道計画指導室,,,1,,,,,,,,筒井誠二
レビューシート,2024,6873,流行初期医療確保措置に関するシステム改修,20,厚生労働省,厚生労働省,医政局,,総務課,,,,1,厚生労働省,医政局,,地域医療計画課,,,,梶野友樹
レビューシート,2024,6873,流行初期医療確保措置に関するシステム改修,20,厚生労働省,厚生労働省,医政局,,総務課,,,,2,,,,,,,,中田勝己
レビューシート,2024,6889,食品原材料調達安定化等対策事業,21,農林水産省,農林水産省,大臣官房,新事業・食品産業部,食品製造課,原材料調達・品質管理改善室,,,1,農林水産省,大臣官房,新事業・食品産業部,新事業・食品産業政策課,,,,阿辺一郎
レビューシート,2024,6889,食品原材料調達安定化等対策事業,21,農林水産省,農林水産省,大臣官房,新事業・食品産業部,食品製造課,原材料調達・品質管理改善室,,,2,,,,,,,,木村崇之
レビューシート,2024,6891,生鮮食料品等サプライチェーン緊急強化対策事業,21,農林水産省,農林水産省,大臣官房,新事業・食品産業部,食品流通課,,,,1,,,,,,,,藏谷恵大
レビューシート,2024,6892,高齢者医療制度円滑運営事業費補助金（医療費適正化対策推進関係事業）,20,厚生労働省,厚生労働省,保険局,,医療介護連携政策課,医療費適正化対策推進室,,,1,,,,,,,,吉川裕貴
レビューシート,2024,6893,糖尿病性腎症患者の重症化予防事業,20,厚生労働省,厚生労働省,保険局,,保険課,,,,1,厚生労働省,保険局,,保険課,全国健康保険協会管理室,,運営管理第二係,佐藤康弘
レビューシート,2024,6893,糖尿病性腎症患者の重症化予防事業,20,厚生労働省,厚生労働省,保険局,,保険課,,,,2,厚生労働省,保険局,,保険課,,,指導調整係,
レビューシート,2024,6895,高齢者医療運営円滑化等補助金(高齢者医療支援金等負担金助成事業（制度改正等による影響を受けた健康保険組合に対する補助））,20,厚生労働省,厚生労働省,保険局,,保険課,,,健康保険組合係,1,,,,,,,,佐藤康弘
レビューシート,2024,6896,高齢者医療運営円滑化等補助金(被用者保険運営円滑化推進事業（共同助成事業及びレセプト・健診情報等を活用したデータヘルス推進事業）),20,厚生労働省,厚生労働省,保険局,,保険課,,,健康保険組合係,1,厚生労働省,保険局,,保険課,,,,佐藤康弘
レビューシート,2024,6896,高齢者医療運営円滑化等補助金(被用者保険運営円滑化推進事業（共同助成事業及びレセプト・健診情報等を活用したデータヘルス推進事業）),20,厚生労働省,厚生労働省,保険局,,保険課,,,健康保険組合係,2,厚生労働省,保険局,,保険課,,,指導調整係,
レビューシート,2024,6897,高齢者医療運営円滑化等補助金(被用者保険運営円滑化推進事業（訪問看護レセプト電算処理システム整備事業等）),20,厚生労働省,厚生労働省,保険局,,医療介護連携政策課,保険データ企画室,,,1,厚生労働省,保険局,,医療介護連携政策課,保険データ企画室,,医療情報提供係,河合篤史
レビューシート,2024,6897,高齢者医療運営円滑化等補助金(被用者保険運営円滑化推進事業（訪問看護レセプト電算処理システム整備事業等）),20,厚生労働省,厚生労働省,保険局,,医療介護連携政策課,保険データ企画室,,,2,厚生労働省,保険局,,医療介護連携政策課,保険データ企画室,,,
レビューシート,2024,6898,国際通信の自律性確保に向けた海底ケーブルの敷設・保守体制強化に関する調査,15,総務省,総務省,国際戦略局,,参事官,,,,1,,,,,,,,岡本剛和
レビューシート,2024,6902,労働災害動向調査費,20,厚生労働省,厚生労働省,政策統括官,,,賃金福祉統計室,,安全衛生第二係,1,厚生労働省,政策統括官,,,統計・情報総務室,,予算第二係,田中伸彦
レビューシート,2024,6902,労働災害動向調査費,20,厚生労働省,厚生労働省,政策統括官,,,賃金福祉統計室,,安全衛生第二係,2,厚生労働省,政策統括官,,,統計・情報総務室,,予算第一係,
レビューシート,2024,6904,食品ロス削減及びフードバンク支援緊急対策事業,21,農林水産省,農林水産省,大臣官房,新事業・食品産業部,外食・食文化課,,,,1,,,,,,,,五十嵐麻衣子
レビューシート,2024,6905,水道国際協力等経費,23,国土交通省,国土交通省,水管理・国土保全局,,上下水道企画課,上下水道国際室,,,1,,,,,,,,岡良介
レビューシート,2024,6906,上下水道科学研究費補助金,23,国土交通省,国土交通省,水管理・国土保全局,,大臣官房参事官（上下水道技術）,,,,1,国土交通省,水管理・国土保全局,,水道事業課,,,,石井宏幸
レビューシート,2024,6907,医学部等教育・働き方改革支援事業,19,文部科学省,文部科学省,高等教育局,,医学教育課,大学病院支援室,,病院第二係,1,文部科学省,高等教育局,,医学教育課,,,,俵幸嗣
レビューシート,2024,6908,地域スポーツクラブ活動体制整備事業／（令和５年度より地域運動部活動推進事業から改称）,19,文部科学省,スポーツ庁,,,地域スポーツ課,,,地域運動部活動推進係,1,スポーツ庁,,,地域スポーツ課,,,,大川晃平
レビューシート,2024,6908,地域スポーツクラブ活動体制整備事業／（令和５年度より地域運動部活動推進事業から改称）,19,文部科学省,スポーツ庁,,,地域スポーツ課,,,地域運動部活動推進係,2,スポーツ庁,,,地域スポーツ課,,,庶務係,
レビューシート,2024,6908,地域スポーツクラブ活動体制整備事業／（令和５年度より地域運動部活動推進事業から改称）,19,文部科学省,スポーツ庁,,,地域スポーツ課,,,地域運動部活動推進係,3,スポーツ庁,,,地域スポーツ課,,,地域スポーツ振興係,
レビューシート,2024,6908,地域スポーツクラブ活動体制整備事業／（令和５年度より地域運動部活動推進事業から改称）,19,文部科学省,スポーツ庁,,,地域スポーツ課,,,地域運動部活動推進係,4,スポーツ庁,,,地域スポーツ課,,,企画係,
レビューシート,2024,6910,被保護者就労支援事業費（生活困窮者自立相談支援事業費等負担金関係）,20,厚生労働省,厚生労働省,社会・援護局,,保護課,保護事業室,,自立支援係,1,,,,,,,,竹内尚也
レビューシート,2024,6911,被保護者健康管理支援事業（生活困窮者自立相談支援事業費等負担金関係）,20,厚生労働省,厚生労働省,社会・援護局,,保護課,,,医療係,1,,,,,,,,竹内尚也
レビューシート,2024,6912,被保護者就労準備支援等事業（生活困窮者就労準備支援事業費等補助金関係）,20,厚生労働省,厚生労働省,社会・援護局,,保護課,保護事業室,,自立支援係,1,,,,,,,,竹内尚也
レビューシート,2024,6913,都道府県等による生活保護業務支援事業（生活困窮者就労準備支援事業費等補助金関係）,20,厚生労働省,厚生労働省,社会・援護局,,保護課,自立推進・指導監査室,,監査企画係,1,,,,,,,,片桐昌二
レビューシート,2024,6916,地域福祉増進事業等（地域生活課題に対する支援体制の構築）（生活困窮者就労準備支援事業費等補助金関係）,20,厚生労働省,厚生労働省,社会・援護局,,地域福祉課,,,,1,,,,,,,,金原辰夫
レビューシート,2024,6920,社会福祉施設等施設整備（その他）,20,厚生労働省,厚生労働省,社会・援護局,障害保健福祉部,障害福祉課,,,福祉財政係,1,厚生労働省,社会・援護局,障害保健福祉部,企画課,施設管理室,,予算係,伊藤洋平
レビューシート,2024,6920,社会福祉施設等施設整備（その他）,20,厚生労働省,厚生労働省,社会・援護局,障害保健福祉部,障害福祉課,,,福祉財政係,2,厚生労働省,社会・援護局,障害保健福祉部,企画課,自立支援振興室,,,川島英紀
レビューシート,2024,6920,社会福祉施設等施設整備（その他）,20,厚生労働省,厚生労働省,社会・援護局,障害保健福祉部,障害福祉課,,,福祉財政係,3,,,,,,,,川部勝一
レビューシート,2024,6924,就労選択支援に係る試行的調査及び事業実施に向けたモデル事業,20,厚生労働省,厚生労働省,社会・援護局,障害保健福祉部,障害福祉課,,,,1,,,,,,,,伊藤洋平
レビューシート,2024,6925,地域生活支援促進事業（精神障害にも対応した地域包括ケアシステムの構築推進事業）,20,厚生労働省,厚生労働省,社会・援護局,障害保健福祉部,精神・障害保健課,,,,1,,,,,,,,小林秀幸
レビューシート,2024,6927,認知症総合戦略推進事業,20,厚生労働省,厚生労働省,老健局,,認知症施策・地域介護推進課,,,認知症施策推進係,1,,,,,,,,遠坂佳将
レビューシート,2024,6928,認知症介護研究・研修センター運営事業,20,厚生労働省,厚生労働省,老健局,,認知症施策・地域介護推進課,,,認知症施策推進係,1,,,,,,,,遠坂佳将
レビューシート,2024,6929,認知症サポーター等推進事業,20,厚生労働省,厚生労働省,老健局,,認知症施策・地域介護推進課,,,認知症施策推進係,1,,,,,,,,遠坂佳将
レビューシート,2024,6930,保険者機能強化中央研修,20,厚生労働省,厚生労働省,老健局,,認知症施策・地域介護推進課,地域づくり推進室,,地域包括ケア推進係,1,,,,,,,,吉田慎
レビューシート,2024,6931,要介護認定適正化等事業,20,厚生労働省,厚生労働省,老健局,,老人保健課,,,介護認定係,1,厚生労働省,老健局,,老人保健課,,,,堀裕行
レビューシート,2024,6932,離島等サービス確保対策事業,20,厚生労働省,厚生労働省,老健局,,認知症施策・地域介護推進課,,,基準第二係,1,,,,,,,,吉田慎
レビューシート,2024,6933,高齢者生きがい活動促進事業,20,厚生労働省,厚生労働省,老健局,,認知症施策・地域介護推進課,,,,1,,,,,,,,吉田慎
レビューシート,2024,6934,介護事業実態調査事業,20,厚生労働省,厚生労働省,老健局,,老人保健課,,,調査係,1,,,,,,,,堀裕行
レビューシート,2024,6935,介護報酬改定検証・研究委員会費,20,厚生労働省,厚生労働省,老健局,,老人保健課,,,調査係,1,,,,,,,,堀裕行
レビューシート,2024,6936,在宅医療・介護連携推進支援事業,20,厚生労働省,厚生労働省,老健局,,老人保健課,,,,1,厚生労働省,老健局,,老人保健課,,,介護技術係,堀裕行
レビューシート,2024,6937,介護予防活動普及展開事業,20,厚生労働省,厚生労働省,老健局,,老人保健課,,,,1,,,,,,,,堀裕行
レビューシート,2024,6938,福祉用具貸与価格適正化推進事業,20,厚生労働省,厚生労働省,老健局,,高齢者支援課,,,福祉用具・住宅改修係,1,,,,,,,,峰村浩司
レビューシート,2024,6939,介護認定データの国保連合会への送信委託費,20,厚生労働省,厚生労働省,老健局,,老人保健課,,,介護認定係,1,,,,,,,,堀裕行
レビューシート,2024,6940,介護医療院開設移行等支援事業,20,厚生労働省,厚生労働省,老健局,,老人保健課,,,,1,,,,,,,,堀裕行
レビューシート,2024,6941,介護事業所における生産性向上推進事業,20,厚生労働省,厚生労働省,老健局,,高齢者支援課,介護業務効率化・生産性向上推進室,,介護調整係,1,,,,,,,,峰村浩司
レビューシート,2024,6942,認知症普及啓発等事業,20,厚生労働省,厚生労働省,老健局,,認知症施策・地域介護推進課,,,認知症施策推進係,1,,,,,,,,遠坂佳将
レビューシート,2024,6943,高齢者虐待防止調査委託費,20,厚生労働省,厚生労働省,老健局,,高齢者支援課,,,虐待防止対策係,1,,,,,,,,峰村浩司
レビューシート,2024,6944,保険者機能強化推進交付金等調査分析事業,20,厚生労働省,厚生労働省,老健局,,介護保険計画課,,,,1,,,,,,,,大竹雄二
レビューシート,2024,6945,科学的介護に向けた質の向上支援等事業,20,厚生労働省,厚生労働省,老健局,,老人保健課,,,介護認定係,1,厚生労働省,老健局,,老人保健課,,,,堀裕行
レビューシート,2024,6946,高齢者住まい・生活支援伴走支援事業,20,厚生労働省,厚生労働省,老健局,,高齢者支援課,,,高齢者居住支援係,1,,,,,,,,峰村浩司
レビューシート,2024,6947,自然災害等発生時の対応力強化推進事業,20,厚生労働省,厚生労働省,老健局,,高齢者支援課,,,施設係,1,,,,,,,,峰村浩司
レビューシート,2024,6948,介護支援専門員研修オンライン化等運用事業,20,厚生労働省,厚生労働省,老健局,,認知症施策・地域介護推進課,,,人材研修係,1,厚生労働省,老健局,,認知症施策・地域介護推進課,,,,吉田慎
レビューシート,2024,6949,地域づくり加速化事業,20,厚生労働省,厚生労働省,老健局,,認知症施策・地域介護推進課,地域づくり推進室,,生活支援サービス係,1,,,,,,,,吉田慎
レビューシート,2024,6950,介護保険分野におけるマイナンバーカード活用に係る調査事業,20,厚生労働省,厚生労働省,老健局,,介護保険計画課,,,,1,,,,,,,,大竹雄二
レビューシート,2024,6951,介護保険システムの標準化に向けた標準的仕様書作成等業務委託事業,20,厚生労働省,厚生労働省,老健局,,介護保険計画課,,,,1,,,,,,,,大竹雄二
レビューシート,2024,6956,国際がん研究機関分担金等,20,厚生労働省,厚生労働省,大臣官房,,国際課,,,,1,厚生労働省,医薬局,,医薬品審査管理課,化学物質安全対策室,,,中村かおり
レビューシート,2024,6956,国際がん研究機関分担金等,20,厚生労働省,厚生労働省,大臣官房,,国際課,,,,2,厚生労働省,労働基準局,安全衛生部,化学物質対策課,,,,
レビューシート,2024,6957,経済協力開発機構拠出金事業（世界抗結核薬基金（GDF））,20,厚生労働省,厚生労働省,大臣官房,,国際課,国際保健・協力室,,国際保健機関係,1,,,,,,,,中村かおり
レビューシート,2024,6960,豚熱経口ワクチン内製化推進事業,21,農林水産省,農林水産省,消費・安全局,,畜水産安全管理課,,,,1,,,,,,,,星野和久
レビューシート,2024,6962,国産小麦・大豆供給力強化総合対策,21,農林水産省,農林水産省,農産局,,穀物課,,,,1,農林水産省,農産局,農産政策部,貿易業務課,,,,尾室義典
レビューシート,2024,6968,医療用医薬品提供情報緊急調査事業,20,厚生労働省,厚生労働省,医政局,,医薬産業振興・医療情報企画課,,,,1,,,,,,,,水谷忠由
レビューシート,2024,6971,審査支払関係業務費補助金等,20,厚生労働省,厚生労働省,保険局,,保険課,,,,1,,,,,,,,佐藤康弘
レビューシート,2024,6972,健康保険組合等出産育児一時金臨時補助金,20,厚生労働省,厚生労働省,保険局,,保険課,,,健康保険組合係,1,厚生労働省,保険局,,国民健康保険課,,,,佐藤康弘
レビューシート,2024,6972,健康保険組合等出産育児一時金臨時補助金,20,厚生労働省,厚生労働省,保険局,,保険課,,,健康保険組合係,2,厚生労働省,保険局,,保険課,全国健康保険協会管理室,,,唐木啓介
レビューシート,2024,6973,女性の健康支援事業,20,厚生労働省,厚生労働省,健康・生活衛生局,,健康課,,,健康指導係,1,,,,,,,,松岡輝昌
レビューシート,2024,6976,働く人のワークエンゲージメントの向上に向けた支援,20,厚生労働省,厚生労働省,雇用環境・均等局,,総務課,雇用環境政策室,,,1,,,,,,,,立石祐子
レビューシート,2024,6983,生活保護就労支援員全国研修会,20,厚生労働省,厚生労働省,社会・援護局,,保護課,保護事業室,,自立支援係,1,,,,,,,,竹内尚也
レビューシート,2024,6984,生活保護担当現業員全国研修会開催費,20,厚生労働省,厚生労働省,社会・援護局,,保護課,,,保護係,1,,,,,,,,竹内尚也
レビューシート,2024,6985,ひきこもり支援者支援事業,20,厚生労働省,厚生労働省,社会・援護局,,地域福祉課,,,,1,,,,,,,,金原辰夫
レビューシート,2024,6986,困難な問題を抱える女性支援推進等事業費（生活困窮者就労準備支援事業費等補助金関係）,20,厚生労働省,厚生労働省,社会・援護局,,総務課,女性支援室,,,1,,,,,,,,中村彩子
レビューシート,2024,6987,社会福祉施設サービスの質の向上のための調査研究事業,20,厚生労働省,厚生労働省,社会・援護局,,福祉基盤課,,,予算係,1,,,,,,,,田中規倫
レビューシート,2024,6990,G７保健大臣・労働雇用大臣会合開催経費,20,厚生労働省,厚生労働省,大臣官房,,国際課,,,予算係,1,,,,,,,,中村かおり
レビューシート,2024,6992,地域医療基盤総合推進調査事業,20,厚生労働省,厚生労働省,医政局,,総務課,,,,1,,,,,,,,梶野友樹
レビューシート,2024,6994,歯科疾患実態調査,20,厚生労働省,厚生労働省,医政局,,歯科保健課,歯科口腔保健推進室,,,1,厚生労働省,医政局,,歯科保健課,,,,和田康志
レビューシート,2024,6996,歯科専門職の業務の普及啓発事業,20,厚生労働省,厚生労働省,医政局,,歯科保健課,,,,1,厚生労働省,医政局,,歯科保健課,歯科口腔保健推進室,,,小嶺祐子
レビューシート,2024,6997,共用試験公的化に係る体制整備事業（歯科）,20,厚生労働省,厚生労働省,医政局,,歯科保健課,,,,1,厚生労働省,医政局,,歯科保健課,歯科口腔保健推進室,,,小嶺祐子
レビューシート,2024,6998,看護現場におけるデジタルトランスフォーメーション促進事業,20,厚生労働省,厚生労働省,医政局,,看護課,看護サービス推進室,,,1,厚生労働省,医政局,,看護課,,,看護教育係,習田由美子
レビューシート,2024,7000,立入検査実施にかかる監視員研修事業,20,厚生労働省,厚生労働省,医政局,,地域医療計画課,医療安全推進・医務指導室,,,1,,,,,,,,松本晴樹
レビューシート,2024,7004,病原体検査体制訓練事業,20,厚生労働省,厚生労働省,健康・生活衛生局,感染症対策部,感染症対策課,,総務班,管理係,1,,,,,,,,荒木裕人
レビューシート,2024,7006,原爆死没者追悼平和祈念館施設整備費,20,厚生労働省,厚生労働省,健康・生活衛生局,,総務課,指導調査室,,援護予算係,1,,,,,,,,阿部友喜
レビューシート,2024,7008,災害薬事コーディネーター配備推進事業,20,厚生労働省,厚生労働省,医薬局,,総務課,,,,1,,,,,,,,重元博道
レビューシート,2024,7011,薬局機能高度化推進事業,20,厚生労働省,厚生労働省,医薬局,,総務課,,,,1,,,,,,,,重元博道
レビューシート,2024,7016,産官学連携による治験環境整備事業,20,厚生労働省,厚生労働省,医政局,,研究開発政策課,,,臨床研究管理係,1,厚生労働省,医政局,,研究開発政策課,,,,中田勝己
レビューシート,2024,7016,産官学連携による治験環境整備事業,20,厚生労働省,厚生労働省,医政局,,研究開発政策課,,,臨床研究管理係,2,厚生労働省,医政局,,研究開発政策課,,,総務係,
レビューシート,2024,7016,産官学連携による治験環境整備事業,20,厚生労働省,厚生労働省,医政局,,研究開発政策課,,,臨床研究管理係,3,厚生労働省,医政局,,研究開発政策課,治験推進室,,,
レビューシート,2024,7016,産官学連携による治験環境整備事業,20,厚生労働省,厚生労働省,医政局,,研究開発政策課,,,臨床研究管理係,4,厚生労働省,医政局,,研究開発政策課,,,臨床研究推進係,
レビューシート,2024,7016,産官学連携による治験環境整備事業,20,厚生労働省,厚生労働省,医政局,,研究開発政策課,,,臨床研究管理係,5,厚生労働省,医政局,,研究開発政策課,,,臨床研究管理係,
レビューシート,2024,7016,産官学連携による治験環境整備事業,20,厚生労働省,厚生労働省,医政局,,研究開発政策課,,,臨床研究管理係,6,厚生労働省,医政局,,研究開発政策課,,,創薬支援係,
レビューシート,2024,7018,医療機器の研究開発から保険適用までのガイドブック作成事業,20,厚生労働省,厚生労働省,医政局,,医薬産業振興・医療情報企画課,医療機器政策室,,材料価格係,1,,,,,,,,水谷忠由
レビューシート,2024,7020,両立支援等助成金（柔軟な働き方選択制度等支援コース）,20,厚生労働省,厚生労働省,雇用環境・均等局,,職業生活両立課,,,,1,,,,,,,,菱谷文彦
レビューシート,2024,7021,両立支援等助成金（育休中等業務代替支援コース）,20,厚生労働省,厚生労働省,雇用環境・均等局,,職業生活両立課,,,,1,,,,,,,,菱谷文彦
レビューシート,2024,7022,副業・兼業の事例集作成,20,厚生労働省,厚生労働省,職業安定局,,雇用政策課,,,,1,,,,,,,,吉田暁郎
レビューシート,2024,7023,ハローワークの業務のオンライン化に伴う環境の整備,20,厚生労働省,厚生労働省,職業安定局,,総務課,首席職業指導官室,,,1,,,,,,,,國分一行
レビューシート,2024,7024,在籍型出向活用促進事業,20,厚生労働省,厚生労働省,職業安定局,,雇用政策課,労働移動支援室,,,1,,,,,,,,秋山雅紀
レビューシート,2024,7025,中途採用に関する調査研究事業,20,厚生労働省,厚生労働省,職業安定局,,雇用政策課,,,,1,,,,,,,,吉田暁郎
レビューシート,2024,7026,障害者雇用に関する研究会,20,厚生労働省,厚生労働省,職業安定局,,障害者雇用対策課,,,,1,,,,,,,,西澤栄晃
レビューシート,2024,7030,障害者地域生活支援体制整備事業,20,厚生労働省,厚生労働省,社会・援護局,障害保健福祉部,障害福祉課,,,,1,,,,,,,,伊藤洋平
レビューシート,2024,7032,畑作物産地形成促進事業,21,農林水産省,農林水産省,農産局,農産政策部,企画課,水田農業対策室,,,1,,,,,,,,笠原健
レビューシート,2024,7033,畑地化促進事業,21,農林水産省,農林水産省,農産局,農産政策部,企画課,水田農業対策室,,,1,,,,,,,,笠原健
レビューシート,2024,7034,米粉の利用拡大支援対策事業,21,農林水産省,農林水産省,農産局,,穀物課,,,,1,,,,,,,,尾室義典
レビューシート,2024,7035,持続的畑作生産体系確立緊急支援事業,21,農林水産省,農林水産省,農産局,,地域作物課,,,,1,,,,,,,,参鍋健一
レビューシート,2024,7038,漁協経営基盤強化対策緊急支援事業,21,農林水産省,水産庁,,漁政部,水産経営課,,,,1,,,,,,,,永田祥久
レビューシート,2024,7040,未踏的な地方の若手人材発掘育成支援事業,22,経済産業省,経済産業省,商務情報政策局,,情報技術利用促進課,,,,1,,,,,,,,内田了司
レビューシート,2024,7041,QRコードの統一規格（JPQR）構築による海外連携事業,22,経済産業省,経済産業省,商務情報政策局商務・サービスG,,キャッシュレス推進室,,,,1,,,,,,,,平林孝之
レビューシート,2024,7042,国際機関を通じた農林水産業協力拠出金（うち水産分野）,21,農林水産省,農林水産省,輸出・国際局,,,,,新興地域グループ,1,,,,,,,,浅野大介
レビューシート,2024,7043,新規就農者育成総合対策のうちサポート体制の充実・人材の呼び込み等への支援,21,農林水産省,農林水産省,経営局,,就農・女性課,,,,1,,,,,,,,尾室幸子
レビューシート,2024,7048,若手研究者によるスタートアップ課題解決支援事業,22,経済産業省,経済産業省,イノベーション・環境局,,大学連携推進室,,,,1,経済産業省,商務情報政策局商務・サービスG,,ヘルスケア産業課,医療・福祉機器産業室,,,渡辺信彦
レビューシート,2024,7048,若手研究者によるスタートアップ課題解決支援事業,22,経済産業省,経済産業省,イノベーション・環境局,,大学連携推進室,,,,2,,,,,,,,川上悟史
レビューシート,2024,7049,漁業取締体制整備推進事業,21,農林水産省,水産庁,,増殖推進部,研究指導課,,,,1,,,,,,,,長谷川裕康
