シート種別,事業年度,予算事業ID,事業名,府省庁の建制順,政策所管府省庁,府省庁,局・庁,部,課,室,班,係,支出先ブロック（国庫債務負担行為等による契約）,契約先名（国庫債務負担行為等による契約）,契約先の法人番号（国庫債務負担行為等による契約）,契約先の所在地（国庫債務負担行為等による契約）,契約先の法人種別（国庫債務負担行為等による契約）,契約概要（契約名）（国庫債務負担行為等による契約）,その他の契約,契約額（国庫債務負担行為等による契約）,契約方式等（国庫債務負担行為等による契約）,具体的な契約方式等（国庫債務負担行為等による契約）,入札者数（応募者数）（国庫債務負担行為等による契約）,落札率（％）（国庫債務負担行為等による契約）,一者応札・一者応募又は競争性のない随意契約となった理由及び改善策（契約額10億円以上）（国庫債務負担行為等による契約）,その他の契約（国庫債務負担行為等による契約）
レビューシート,2024,213,国際交流・国際協力の促進に必要な経費,4,内閣府,内閣府,男女共同参画局,,総務課,,,,,,,,,,,,,,,,,
レビューシート,2024,214,女性の参画の拡大に向けた取組に必要な経費,4,内閣府,内閣府,男女共同参画局,,推進課,,,,,,,,,,,,,,,,,
レビューシート,2024,215,食品健康影響評価技術の研究に必要な経費,4,内閣府,内閣府,食品安全委員会,事務局,評価第一課,,,,,,,,,,,,,,,,,
レビューシート,2024,216,女性活躍促進に向けた取組に必要な経費,4,内閣府,内閣府,男女共同参画局,,総務課,,,,,,,,,,,,,,,,,
レビューシート,2024,217,仕事と生活の調和の推進に必要な経費,4,内閣府,内閣府,男女共同参画局,,仕事と生活の調和推進室,,,,,,,,,,,,,,,,,
レビューシート,2024,219,リスクコミュニケーション実施経費,4,内閣府,内閣府,食品安全委員会,事務局,情報・勧告広報課,,,交流係,,,,,,,,,,,,,,
レビューシート,2024,220,内閣本府庁舎等施設の整備に必要な経費,4,内閣府,内閣府,大臣官房,,会計課,,,営繕係,J,内閣府新庁舎（仮称）ＰＦＩ手法による整備検討業務山下設計・ＰｗＣ設計共同体,,,,内閣府新庁舎（仮称）PFI手法による業績監視支援業務,f,121880000,随意契約（その他）,,0,0,,f
レビューシート,2024,221,公益法人制度の適正な運営の推進に必要な経費,4,内閣府,内閣府,公益認定等委員会,事務局,,,,,,,,,,,,,,,,,,
レビューシート,2024,222,国民経済計算に必要な経費,4,内閣府,内閣府,経済社会総合研究所,,国民経済計算部,企画調査課,,,,,,,,,,,,,,,,
レビューシート,2024,223,経済研修所運営に必要な経費,4,内閣府,内閣府,経済社会総合研究所,,経済研修所,,,,,,,,,,,,,,,,,
レビューシート,2024,224,赤坂迎賓館参観経費,4,内閣府,内閣府,迎賓館,,運営課,,,,,,,,,,,,,,,,,
レビューシート,2024,225,京都迎賓館参観経費,4,内閣府,内閣府,迎賓館,,京都事務所,,,,C,ＮＴＴ・ＴＣリース株式会社,3010401151289,東京都港区港南１丁目２番７０号,301,京都迎賓館一般公開に係る券売機等の賃借業務,f,3594360,一般競争契約（最低価格）,,2,,,f
レビューシート,2024,226,宇宙利用拡大の調査研究,4,内閣府,内閣府,宇宙開発戦略推進事務局,,,,,,,,,,,,,,,,,,,
レビューシート,2024,227,実用準天頂衛星システム事業の推進,4,内閣府,内閣府,宇宙開発戦略推進事務局,,,,,,B,三菱電機株式会社,4010001008772,東京都千代田区丸の内２丁目７番３号,301,準天頂衛星システムの衛星開発等事業（６号機、７号機）衛星システムの調達,f,390000000,随意契約（その他）,,,,,f
レビューシート,2024,227,実用準天頂衛星システム事業の推進,4,内閣府,内閣府,宇宙開発戦略推進事務局,,,,,,B,三菱電機株式会社,4010001008772,東京都千代田区丸の内２丁目７番３号,301,準天頂衛星１１機システム　将来地上システム（測位）の概念設計,f,110000000,随意契約（その他）,,,,,f
レビューシート,2024,227,実用準天頂衛星システム事業の推進,4,内閣府,内閣府,宇宙開発戦略推進事務局,,,,,,B,国立研究開発法人宇宙航空研究開発機構,9012405001241,東京都調布市深大寺東町７丁目４４番地１,399,準天頂衛星１１機システム　将来衛星システム等の概念設計,f,787800000,随意契約（その他）,,,,,f
レビューシート,2024,227,実用準天頂衛星システム事業の推進,4,内閣府,内閣府,宇宙開発戦略推進事務局,,,,,,B,日本電気株式会社,7010401022916,東京都港区芝５丁目７番１号,301,準天頂衛星１１機システム　将来地上システム（測位・防災）の概念設計,f,110000000,随意契約（その他）,,,,,f
レビューシート,2024,227,実用準天頂衛星システム事業の推進,4,内閣府,内閣府,宇宙開発戦略推進事務局,,,,,,D,日本電気株式会社,7010401022916,東京都港区芝５丁目７番１号,301,衛星安否確認サービスの防災機能拡張に伴う実証・調査事業,f,65000000,随意契約（その他）,,,,,f
レビューシート,2024,228,宇宙開発利用推進費,4,内閣府,内閣府,宇宙開発戦略推進事務局,,,,,,,,,,,,,,,,,,,
レビューシート,2024,229,北方領土返還要求運動推進等経費,4,内閣府,内閣府,北方対策本部,,,,,,,,,,,,,,,,,,,
レビューシート,2024,237,有人国境離島政策の推進に必要な経費,4,内閣府,内閣府,総合海洋政策推進事務局,,,,,,,,,,,,,,,,,,,
レビューシート,2024,238,国際平和協力隊の派遣等経費,4,内閣府,内閣府,国際平和協力本部,事務局,参事官,,,,,,,,,,,,,,,,,
レビューシート,2024,239,国際平和協力のための人材育成経費,4,内閣府,内閣府,国際平和協力本部,事務局,参事官,,,,,,,,,,,,,,,,,
レビューシート,2024,240,人道救援物資備蓄経費,4,内閣府,内閣府,国際平和協力本部,事務局,参事官,,,,,,,,,,,,,,,,,
レビューシート,2024,241,各国アカデミーとの交流等の国際的な活動,4,内閣府,内閣府,日本学術会議,事務局,参事官（国際業務担当）,,,国際業務総括専門職,,,,,,,,,,,,,,
レビューシート,2024,242,科学の役割についての普及・啓発,4,内閣府,内閣府,日本学術会議,事務局,企画課,,,,,,,,,,,,,,,,,
レビューシート,2024,243,科学者間ネットワークの構築,4,内閣府,内閣府,日本学術会議,事務局,企画課,,,,,,,,,,,,,,,,,
レビューシート,2024,244,国家公務員の再就職支援経費,4,内閣府,内閣府,官民人材交流センター,,総務課,,,,C,株式会社パソナ,1010001067359,東京都千代田区丸の内１丁目５番１号,301,令和５年度再就職支援委託業務,f,36604000,一般競争契約（総合評価）,,1,81.2,,f
レビューシート,2024,245,革新的研究開発の推進,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官（未来革新研究推進担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,247,新たな国立公文書館施設の整備に必要な経費,4,内閣府,内閣府,大臣官房,,公文書管理課,,,,,,,,,,,,,,,,,
レビューシート,2024,248,独立行政法人国立公文書館運営費交付金に必要な経費,4,内閣府,内閣府,大臣官房,,公文書管理課,,,,,,,,,,,,,,,,,
レビューシート,2024,249,独立行政法人国立公文書館施設整備に必要な経費,4,内閣府,内閣府,大臣官房,,公文書管理課,,,,,,,,,,,,,,,,,
レビューシート,2024,250,拉致被害者等の支援に必要な経費,4,内閣府,内閣府,大臣官房,,拉致被害者等支援担当室,,,,,,,,,,,,,,,,,
レビューシート,2024,253,経済財政政策運営の企画立案総合調整に必要な経費,4,内閣府,内閣府,政策統括官（経済財政運営担当）,,参事官（総括担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,254,国際経済会議等に必要な経費,4,内閣府,内閣府,政策統括官（経済財政運営担当）,,参事官（国際経済担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,255,雇用対策の総合的推進に必要な経費,4,内閣府,内閣府,政策統括官（経済財政運営担当）,,参事官（予算編成基本方針担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,257,中長期の経済運営に必要な経費,4,内閣府,内閣府,政策統括官（経済社会システム担当）,,参事官（総括担当）,,,,B,ＥＹ新日本有限責任監査法人,1010005005059,,,成果連動型民間委託契約方式（PFS）による事業の成果評価、検証支援業務（R４~６）,f,12065000,一般競争契約（総合評価）,,,,,f
レビューシート,2024,257,中長期の経済運営に必要な経費,4,内閣府,内閣府,政策統括官（経済社会システム担当）,,参事官（総括担当）,,,,B,ＥＹ新日本有限責任監査法人,1010005005059,,,成果連動型民間委託契約方式（PFS）による事業の成果評価、検証支援業務（R３~５）,f,4400000,,,,,,f
レビューシート,2024,257,中長期の経済運営に必要な経費,4,内閣府,内閣府,政策統括官（経済社会システム担当）,,参事官（総括担当）,,,,E,八王子市,1000020132012,東京都八王子市元本郷町３丁目２４－１,201,内閣府が認定した成果連動型事業,f,5000000,補助金等交付,,0,0,,f
レビューシート,2024,257,中長期の経済運営に必要な経費,4,内閣府,内閣府,政策統括官（経済社会システム担当）,,参事官（総括担当）,,,,E,前橋市,9000020102016,群馬県前橋市大手町２丁目１２番１号,201,内閣府が認定した成果連動型事業,f,4132000,補助金等交付,,0,0,,f
レビューシート,2024,257,中長期の経済運営に必要な経費,4,内閣府,内閣府,政策統括官（経済社会システム担当）,,参事官（総括担当）,,,,E,古河市,3000020082040,茨城県古河市下大野２２４８,201,内閣府が認定した成果連動型事業,f,1500000,補助金等交付,,0,0,,f
レビューシート,2024,257,中長期の経済運営に必要な経費,4,内閣府,内閣府,政策統括官（経済社会システム担当）,,参事官（総括担当）,,,,E,矢巾町,1000020033227,岩手県紫波郡矢巾町大字南矢幅第１３地割１２３番地,201,内閣府が認定した成果連動型事業,f,2500000,補助金等交付,,0,0,,f
レビューシート,2024,257,中長期の経済運営に必要な経費,4,内閣府,内閣府,政策統括官（経済社会システム担当）,,参事官（総括担当）,,,,E,霧島市,8000020462187,鹿児島県霧島市国分中央３丁目４５番１号,201,内閣府が認定した成果連動型事業,f,5000000,補助金等交付,,0,0,,f
レビューシート,2024,257,中長期の経済運営に必要な経費,4,内閣府,内閣府,政策統括官（経済社会システム担当）,,参事官（総括担当）,,,,E,鹿屋市,8000020462039,鹿児島県鹿屋市共栄町２０－１,201,内閣府が認定した成果連動型事業,f,5000000,補助金等交付,,0,0,,f
レビューシート,2024,258,経済財政政策に関する有識者の見解調査・コンセンサス検討経費,4,内閣府,内閣府,政策統括官（経済社会システム担当）,,参事官（総括担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,259,経済財政政策の効果分析,4,内閣府,内閣府,政策統括官（経済財政分析担当）,,参事官（企画担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,260,計量分析一般関連業務,4,内閣府,内閣府,政策統括官（経済財政分析担当）,,計量分析室,,,,,,,,,,,,,,,,,
レビューシート,2024,261,科学技術・イノベーション政策に係る調査等,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官（総括担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,262,科学技術・イノベーション活動に係る国際活動,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官（総括担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,263,科学技術システム改革の推進,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官（イノベーション推進担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,264,食品安全確保総合調査費,4,内閣府,内閣府,食品安全委員会,事務局,評価第一課,,,,,,,,,,,,,,,,,
レビューシート,2024,265,科学技術政策におけるEBPM等推進事業,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官（統合戦略担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,266,政府のイノベーション化の促進に係る調査・分析,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官（総括担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,267,途上国等における STI for SDGs の推進,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官（総括担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,268,大学支援フォーラムPEAKS,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官（大学改革・ファンド担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,269,科学技術・イノベーション基本計画に係る調査等,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官（統合戦略担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,271,安全・安心に関するシンクタンク機能の構築,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官（重要課題担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,272,次世代医療基盤法に関する国民・患者の理解の増進に必要な経費,4,内閣府,内閣府,健康・医療戦略推進事務局,,,,,,,,,,,,,,,,,,,
レビューシート,2024,273,匿名加工医療情報及び仮名加工医療情報の利活用に必要な経費,4,内閣府,内閣府,健康・医療戦略推進事務局,,,,,,,,,,,,,,,,,,,
レビューシート,2024,274,国立研究開発法人日本医療研究開発機構出資に必要な経費,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,,日本医療研究開発機構担当室,,,,,,,,,,,,,,,,
レビューシート,2024,275,健康・医療分野におけるムーンショット型研究開発等事業,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,,日本医療研究開発機構担当室,,,,,,,,,,,,,,,,
レビューシート,2024,276,災害対策本部予備施設等の改修に要する経費,4,内閣府,内閣府,政策統括官（防災担当）,,参事官（復旧・復興担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,277,中央防災無線網の施設整備及び管理に要する経費,4,内閣府,内閣府,政策統括官（防災担当）,,参事官（災害緊急事態対処担当）,,,,I,ソフトバンク株式会社,9010401052465,東京都港区海岸１丁目７番１号,301,令和５～9年度中央防災無線網広域イーサネット回線の賃貸借等,f,161645000,一般競争契約（最低価格）,,1,,,f
レビューシート,2024,277,中央防災無線網の施設整備及び管理に要する経費,4,内閣府,内閣府,政策統括官（防災担当）,,参事官（災害緊急事態対処担当）,,,,I,ソフトバンク株式会社,9010401052465,東京都港区海岸１丁目７番１号,301,令和５～９年度中央防災無線網インターネット接続サービス等の提供業務,f,77237600,一般競争契約（最低価格）,,1,,,f
レビューシート,2024,278,総合防災訓練大綱に基づく総合防災訓練に係る経費,4,内閣府,内閣府,政策統括官（防災担当）,,参事官（地方・訓練担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,280,栄典事務の適切な遂行に必要な経費,4,内閣府,内閣府,賞勲局,,総務課,,,,E,株式会社建文,1010001218309,東京都千代田区丸の内１丁目１１番１号,301,令和５年春の叙勲等の受章者名簿等の作成,f,2475000,一般競争契約（最低価格）,,2,,,f
レビューシート,2024,281,独立行政法人北方領土問題対策協会運営費交付金,4,内閣府,内閣府,北方対策本部,,参事官,,,総務係,,,,,,,,,,,,,,
レビューシート,2024,282,食品安全行政の充実・強化経費,4,内閣府,内閣府,食品安全委員会,事務局,情報・勧告広報課,,,交流係,,,,,,,,,,,,,,
レビューシート,2024,283,迎賓館施設整備に必要な経費,4,内閣府,内閣府,迎賓館,,,,,,A,合同会社造形藝術舎,6011803004890,東京都葛飾区青戸１丁目１９番９号田辺第二コーポ１階部分,305,本館2階花鳥の間天井画（一部）の下地分離解体,f,9971500,随意契約（公募）,,1,,,f
レビューシート,2024,283,迎賓館施設整備に必要な経費,4,内閣府,内閣府,迎賓館,,,,,,B,個人Ａ,,,,本館2階花鳥の間天井画（一部）の修繕及び修復,f,9790208,随意契約（企画競争）,,1,,,f
レビューシート,2024,284,クールジャパン戦略推進経費,4,内閣府,内閣府,知的財産戦略推進事務局,,,,,,,,,,,,,,,,,,,
レビューシート,2024,285,北方地域旧漁業権者等貸付事業,4,内閣府,内閣府,北方対策本部,,参事官,,,総務係,,,,,,,,,,,,,,
レビューシート,2024,286,農林水産物・食品の販売力強化支援事業,4,内閣府,内閣府,沖縄振興局,,参事官（振興第二担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,288,経済社会活動の総合的研究に必要な経費,4,内閣府,内閣府,経済社会総合研究所,,総務部,総務課,,,E,一般社団法人新情報センター,1011005000041,東京都渋谷区恵比寿１丁目１９番１５号ウノサワ東急ビル内,399,消費動向実査業務,f,304920000,一般競争契約（総合評価）,,1,,,f
レビューシート,2024,289,新たな沖縄観光サービス創出支援事業,4,内閣府,内閣府,政策統括官（沖縄政策担当）,,参事官（産業振興担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,291,研究インテグリティに関する調査等,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官（総括担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,292,健康・医療戦略の推進に必要な経費,4,内閣府,内閣府,健康・医療戦略推進事務局,,,,,,,,,,,,,,,,,,,
レビューシート,2024,295,「地方創生×脱炭素」推進事業,4,内閣府,内閣府,政策統括官（経済財政分析担当）,,地方創生推進室,,,,,,,,,,,,,,,,,
レビューシート,2024,296,DX地域活性化推進事業,4,内閣府,内閣府,政策統括官（経済財政分析担当）,,地方創生推進室,,,,,,,,,,,,,,,,,
レビューシート,2024,297,重要土地等調査に必要な経費,4,内閣府,内閣府,政策統括官（重要土地担当）,,,,,,,,,,,,,,,,,,,
レビューシート,2024,298,沖縄型産業中核人材育成・活用事業,4,内閣府,内閣府,政策統括官（沖縄政策担当）,,参事官（産業振興担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,300,沖縄型クリーンエネルギー導入促進事業,4,内閣府,内閣府,政策統括官（沖縄政策担当）,,参事官（産業振興担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,302,公共交通利便性向上検討事業,4,内閣府,内閣府,沖縄振興局,,参事官（振興第一担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,303,勤務医等を対象とした働き方改革周知・啓発事業,20,厚生労働省,厚生労働省,医政局,,医事課,医師等医療従事者働き方改革推進室,,企画係,,,,,,,,,,,,,,
レビューシート,2024,304,女性に対する暴力の根絶に向けた取組に必要な経費,4,内閣府,内閣府,男女共同参画局,,男女間暴力対策課,,,,,,,,,,,,,,,,,
レビューシート,2024,312,特定個人情報の適正な取扱いの推進に必要な経費,8,個人情報保護委員会,個人情報保護委員会,事務局,,参事官（個人情報）,,,,,,,,,,,,,,,,,
レビューシート,2024,314,個人情報の適正な取扱いに関する広報・啓発に必要な経費,8,個人情報保護委員会,個人情報保護委員会,事務局,,総務課,,,,,,,,,,,,,,,,,
レビューシート,2024,315,個人情報の適正な取扱いに関する国際協力に必要な経費,8,個人情報保護委員会,個人情報保護委員会,事務局,,参事官（個人情報）,,,,,,,,,,,,,,,,,
レビューシート,2024,316,個人情報の利活用及び監督に必要な経費,8,個人情報保護委員会,個人情報保護委員会,事務局,,参事官（個人情報）,,,,,,,,,,,,,,,,,
レビューシート,2024,317,広聴・相談業務に必要な経費,8,個人情報保護委員会,個人情報保護委員会,事務局,,参事官（個人情報）,,,,,,,,,,,,,,,,,
レビューシート,2024,328,防犯活動の推進,7,警察庁,警察庁,警察庁,生活安全局,生活安全企画課,,,,,,,,,,,,,,,,,
レビューシート,2024,329,警察教養,7,警察庁,警察庁,警察庁,長官官房,人事課,（教養）,,,,,,,,,,,,,,,,
レビューシート,2024,330,警察大学校庁舎の保守点検等,7,警察庁,警察庁,警察庁,長官官房,人事課,（教養）,,,,,,,,,,,,,,,,
レビューシート,2024,331,人工知能等先端技術を用いた警察業務高度化・効率化に係る実証実験等,7,警察庁,警察庁,警察庁,長官官房,技術企画課,,,,,,,,,,,,,,,,,
レビューシート,2024,332,電子計算機運営,7,警察庁,警察庁,警察庁,長官官房,技術企画課,,,,A,日本管財株式会社,9140001069797,兵庫県西宮市六湛寺町９番１６号,301,庁舎維持管理運営業務,f,2125855250,随意契約（不落・不調）,,,,,f
レビューシート,2024,333,警察通信維持費,7,警察庁,警察庁,警察庁,長官官房,通信基盤課,,,,,,,,,,,,,,,,,
レビューシート,2024,334,警察電話専用料,7,警察庁,警察庁,警察庁,長官官房,通信基盤課,,,,,,,,,,,,,,,,,
レビューシート,2024,335,警察本部等の移転に伴う通信機器の整備等,7,警察庁,警察庁,警察庁,長官官房,通信基盤課,,,,A,株式会社パスコ,5011101017308,東京都新宿区新宿２丁目１５番２９号,301,衛星情報解析システム賃貸借,f,26095000,随意契約（その他）,,,,,f
レビューシート,2024,336,通信指令施設の更新整備,7,警察庁,警察庁,警察庁,長官官房,通信基盤課,,,,B,三菱ＨＣキャピタル株式会社,4010001049866,東京都千代田区丸の内１丁目５番１号,301,大阪府警察本部用指令通信装置（情報処理系）賃貸借,f,371263152,随意契約（不落・不調）,,,,,f
レビューシート,2024,336,通信指令施設の更新整備,7,警察庁,警察庁,警察庁,長官官房,通信基盤課,,,,B,ＮＥＣキャピタルソリューション株式会社,8010401021784,東京都港区港南２丁目１５番３号,301,奈良県警察本部用指令通信装置（情報処理系）賃貸借,f,162666240,一般競争契約（総合評価）,,1,,,f
レビューシート,2024,336,通信指令施設の更新整備,7,警察庁,警察庁,警察庁,長官官房,通信基盤課,,,,B,ＮＥＣキャピタルソリューション株式会社,8010401021784,東京都港区港南２丁目１５番３号,301,和歌山県警察本部用指令通信装置（情報処理系）賃貸借,f,162666240,一般競争契約（総合評価）,,1,,,f
レビューシート,2024,336,通信指令施設の更新整備,7,警察庁,警察庁,警察庁,長官官房,通信基盤課,,,,B,ＮＥＣキャピタルソリューション株式会社,8010401021784,東京都港区港南２丁目１５番３号,301,京都府警察本部用指令通信装置（情報処理系）賃貸借,f,17118948,随意契約（その他）,,,,,f
レビューシート,2024,337,通信教養,7,警察庁,警察庁,警察庁,長官官房,人事課,（教養）,,,,,,,,,,,,,,,,
レビューシート,2024,338,警察移動無線通信システムの更新・統合,7,警察庁,警察庁,警察庁,長官官房,通信基盤課,,,,,,,,,,,,,,,,,
レビューシート,2024,339,サイバー空間における脅威への対処に係る人材育成,7,警察庁,警察庁,警察庁,サイバー警察局,サイバー企画課,,,,E,株式会社インフォメーション・ディベロプメント,3010001199720,東京都千代田区五番町１２番地１,301,人材育成基盤装置（令和５年度～令和９年度）,f,1522840000,随意契約（その他）,,,,保守に必要な技術情報等について、装置の納入業者が他社に開示することができない情報があるため随意契約したもの。改善策として次期更改時は装置及び保守の一括調達等を検討する。,f
レビューシート,2024,341,ハローワークマッチング機能の充実・強化（障害者）,20,厚生労働省,厚生労働省,職業安定局,,障害者雇用対策課,,,,,,,,,,,,,,,,,
レビューシート,2024,342,警備装備品の整備,7,警察庁,警察庁,警察庁,長官官房,会計課　装備室,,,,,,,,,,,,,,,,,
レビューシート,2024,343,捜査装備品の整備,7,警察庁,警察庁,警察庁,長官官房,会計課　装備室,,,,,,,,,,,,,,,,,
レビューシート,2024,344,銃器の整備等,7,警察庁,警察庁,警察庁,長官官房,会計課　装備室,,,,,,,,,,,,,,,,,
レビューシート,2024,345,警察用車両の整備,7,警察庁,警察庁,警察庁,長官官房,会計課　装備室,,,,,,,,,,,,,,,,,
レビューシート,2024,346,警察用航空機の整備,7,警察庁,警察庁,警察庁,長官官房,会計課　装備室,,,,A,エアバス・ヘリコプター・ジャパン株式会社,,,,小型ヘリコプター（Ⅸ型）の製造請負,f,1311024000,一般競争契約（最低価格）,,1,0,業者都合による入札参加辞退,f
レビューシート,2024,346,警察用航空機の整備,7,警察庁,警察庁,警察庁,長官官房,会計課　装備室,,,,A,川崎重工業株式会社,1140001005719,兵庫県神戸市中央区東川崎町３丁目１番１号,301,小型ヘリコプター（Ⅷ型）の製造請負,f,1533400000,一般競争契約（最低価格）,,1,0,業者都合による入札参加辞退,f
レビューシート,2024,346,警察用航空機の整備,7,警察庁,警察庁,警察庁,長官官房,会計課　装備室,,,,A,株式会社ｘ,,,,中型ヘリコプター（Ⅲ型）の製造請負,f,8007890000,一般競争契約（最低価格）,,2,0,,f
レビューシート,2024,347,警察用船舶の整備,7,警察庁,警察庁,警察庁,長官官房,会計課　装備室,,,,,,,,,,,,,,,,,
レビューシート,2024,348,活動経費,7,警察庁,警察庁,警察庁,長官官房,会計課,,,,,,,,,,,,,,,,,
レビューシート,2024,349,都道府県警察費補助金（都道府県警察における一般の捜査活動等に要する経費）,7,警察庁,警察庁,警察庁,長官官房,会計課,,,,,,,,,,,,,,,,,
レビューシート,2024,350,警察施設（補助施設）の整備等,7,警察庁,警察庁,警察庁,長官官房,会計課,,,,,,,,,,,,,,,,,
レビューシート,2024,352,広報活動の改善を目的とした各種調査,18,財務省,財務省,大臣官房,,文書課,広報室,,,,,,,,,,,,,,,,
レビューシート,2024,353,警察における科学捜査力の強化,7,警察庁,警察庁,警察庁,刑事局,犯罪鑑識官,,,,E,株式会社サイヨー,2030001075020,埼玉県川口市中青木３丁目１１番１６号,301,電気機械設備等運転・保守管理業務,f,1000,一般競争契約（最低価格）,,2,,,f
レビューシート,2024,353,警察における科学捜査力の強化,7,警察庁,警察庁,警察庁,刑事局,犯罪鑑識官,,,,E,株式会社新東美装,3010901005416,東京都世田谷区上用賀４丁目３番８号,301,清掃業務,f,3000,一般競争契約（最低価格）,,7,,,f
レビューシート,2024,357,適正な死体取扱業務の推進,7,警察庁,警察庁,警察庁,刑事局,犯罪鑑識官,,,,,,,,,,,,,,,,,
レビューシート,2024,358,刑事警察活動における捜査力の強化,7,警察庁,警察庁,警察庁,刑事局,刑事企画課,,,,,,,,,,,,,,,,,
レビューシート,2024,359,自動車ナンバー自動読取システム,7,警察庁,警察庁,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,360,取調べ録音・録画装置の整備,7,警察庁,警察庁,警察庁,刑事局,刑事企画課,,,,,,,,,,,,,,,,,
レビューシート,2024,361,各種組織犯罪対策の推進,7,警察庁,警察庁,警察庁,刑事局組織犯罪対策部,組織犯罪対策第一課,,,,,,,,,,,,,,,,,
レビューシート,2024,362,薬物事犯捜査の推進,7,警察庁,警察庁,警察庁,刑事局組織犯罪対策部,組織犯罪対策第二課,,,,,,,,,,,,,,,,,
レビューシート,2024,365,総合的な特殊詐欺対策の推進,7,警察庁,警察庁,警察庁,刑事局組織犯罪対策部,組織犯罪対策第二課,,,,,,,,,,,,,,,,,
レビューシート,2024,366,特殊詐欺撲滅に向けた広報啓発事業,7,警察庁,警察庁,警察庁,生活安全局,生活安全企画課,,,,,,,,,,,,,,,,,
レビューシート,2024,368,交通警察活動における広報啓発等,7,警察庁,警察庁,警察庁,交通局,交通企画課,,,,,,,,,,,,,,,,,
レビューシート,2024,369,交通取締り資機材等の整備,7,警察庁,警察庁,警察庁,交通局,交通指導課,,,,,,,,,,,,,,,,,
レビューシート,2024,370,都道府県警察施設整備費補助金（交通安全施設）,7,警察庁,警察庁,警察庁,交通局,交通規制課,,,,,,,,,,,,,,,,,
レビューシート,2024,371,自動運転の拡大に向けた取組,7,警察庁,警察庁,警察庁,交通局,交通企画課,,,,,,,,,,,,,,,,,
レビューシート,2024,378,交通安全施設等整備事業効果測定,7,警察庁,警察庁,警察庁,交通局,交通規制課,,,,,,,,,,,,,,,,,
レビューシート,2024,382,今後の交通管制の在り方に関する調査研究,7,警察庁,警察庁,警察庁,交通局,交通規制課,,,,,,,,,,,,,,,,,
レビューシート,2024,384,警備広報事業,7,警察庁,警察庁,警察庁,警備局,警備企画課,,,,,,,,,,,,,,,,,
レビューシート,2024,385,千葉県警察成田国際空港警備隊費,7,警察庁,警察庁,警察庁,警備局警備運用部,警備第一課,,,,,,,,,,,,,,,,,
レビューシート,2024,386,国境離島警備部隊費等,7,警察庁,警察庁,警察庁,警備局警備運用部,警備第三課,,,,,,,,,,,,,,,,,
レビューシート,2024,387,情報収集・分析の強化等,7,警察庁,警察庁,警察庁,警備局,警備企画課,,,,A,株式会社コア,4010901003823,東京都世田谷区三軒茶屋１丁目２２番３号,301,機器の賃貸借・保守,f,4875000,随意契約（その他）,,0,0,,f
レビューシート,2024,388,皇宮警察本部,7,警察庁,警察庁,皇宮警察本部,,会計課,,,,B,コニカミノルタジャパン株式会社,9013401005070,東京都港区芝浦１丁目１番１号,301,事務機器借入れ,f,1283000,一般競争契約（最低価格）,,1,0,,f
レビューシート,2024,389,インターネット・オシントセンター,7,警察庁,警察庁,警察庁,警備局,警備企画課,,,,,,,,,,,,,,,,,
レビューシート,2024,390,大規模災害対策の推進,7,警察庁,警察庁,警察庁,警備局警備運用部,警備第三課,,,,,,,,,,,,,,,,,
