シート種別,事業年度,予算事業ID,事業名,府省庁の建制順,政策所管府省庁,府省庁,局・庁,部,課,室,班,係,支出先ブロック（国庫債務負担行為等による契約）,契約先名（国庫債務負担行為等による契約）,契約先の法人番号（国庫債務負担行為等による契約）,契約先の所在地（国庫債務負担行為等による契約）,契約先の法人種別（国庫債務負担行為等による契約）,契約概要（契約名）（国庫債務負担行為等による契約）,その他の契約,契約額（国庫債務負担行為等による契約）,契約方式等（国庫債務負担行為等による契約）,具体的な契約方式等（国庫債務負担行為等による契約）,入札者数（応募者数）（国庫債務負担行為等による契約）,落札率（％）（国庫債務負担行為等による契約）,一者応札・一者応募又は競争性のない随意契約となった理由及び改善策（契約額10億円以上）（国庫債務負担行為等による契約）,その他の契約（国庫債務負担行為等による契約）
レビューシート,2024,1,内閣人事局経費,1,内閣官房,内閣官房,内閣人事局,,,,,,,,,,,,,,,,,,,
レビューシート,2024,4,情報システムの整備（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,戦略・組織,,政府ＤＸ担当,,,,,,,,,,,,,,,,,
レビューシート,2024,7,マイナンバー制度の推進,13,デジタル庁,デジタル庁,国民向けサービス,,,マイナンバーカード広報班,,,,,,,,,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,A,日本電気株式会社,7010401022916,東京都港区芝５丁目７番１号,301,第一期政府共通プラットフォームの整備に係る回線賃貸借の調達（平成27年度、平成28年度、平成30年度、平成31年度、令和２年度調達案件の継続）／※変更契約により契約総額を変更,f,241725000,随意契約（その他）,,0,0,,f
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,A,東京センチュリー株式会社,6010401015821,東京都千代田区神田練塀町３番地,301,第一期政府共通プラットフォームの整備に係る機器・ソフトウェア賃貸借（PF-Standard）の調達（平成24 年度～平成 30 年度及び令和２年度導入済機器・ソフトウェアに係る令和５年度の賃貸借並びに平成24 年度～令和２年度導入済機器に係る令和６年度の賃貸借及び令和６年度の撤去）／※変更契約により契約総額を変更,f,6072675000,随意契約（その他）,,0,0,現行稼動している機器を交換する場合は著しい支障が生じるおそれがあることから、同一機器を継続して使用するため同社と随意契約を行った。,f
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,A,株式会社ＮＴＴデータ,6010601062093,東京都江東区豊洲３丁目３番３号,301,第一期政府共通プラットフォームの整備に係る施設・設備賃貸借の調達（平成 24 年度～平成 30 年度整備済施設・設備に係る令和５年度の賃貸借及び平成 24 年度～平成 31 年度整備済施設・設備に係る令和６年度の賃貸借）／※変更契約により契約総額を変更,f,2238156000,随意契約（その他）,,0,0,契約事業者を変更すると、既存のサービスとの互換性の要件に合致しないサービスを調達せざるを得なくなることから同社と随意契約を行った。,f
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,A,株式会社ＮＴＴデータ,6010601062093,東京都江東区豊洲３丁目３番３号,301,第一期政府共通プラットフォームの整備に係る機器・ソフトウェア賃貸借（PF-Lite）の調達（平成30年度導入済機器・ソフトウェアに係る令和５年度の賃貸借並びに平成30年度導入済機器・ソフトウェア及び平成31年度導入済機器・ソフトウェアに係る令和６年度の賃貸借）／※変更契約により契約総額を変更,f,299878000,随意契約（その他）,,0,0,現行稼動している機器を交換する場合は著しい支障が生じるおそれがあることから、同一機器を継続して使用するため同社と随意契約を行った。,f
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,A,株式会社ＮＴＴデータ,6010601062093,東京都江東区豊洲３丁目３番３号,301,第一期政府共通プラットフォームの整備に係る回線賃貸借の調達（平成 31 年度再増速回線の継続）／※変更契約により契約総額を変更,f,153648000,随意契約（その他）,,0,0,契約事業者を変更すると、既存のサービスとの互換性の要件に合致しないサービスを調達せざるを得なくなることから同社と随意契約を行った。,f
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,A,ＮＥＣネッツエスアイ株式会社,6010001135680,東京都港区芝浦３丁目９番１４号,301,第一期政府共通プラットフォームの整備に係る回線賃貸借の調達（首都拠点と西日本拠点とを接続するデータ転送用専用回線（平成29 年度調達案件の継続））／※変更契約により契約総額を変更,f,27509000,随意契約（その他）,,0,0,,f
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,B,株式会社ＮＴＴデータ,6010601062093,東京都江東区豊洲３丁目３番３号,301,政府共通プラットフォームの運用等の請負（令和５年度及び令和６年度）／※変更契約により契約総額を変更,f,2681959000,一般競争契約（総合評価）,,1,,下見積もり提出業者に入札しなかった理由を確認したところ、社内検討した結果入札参加を見送ったとの回答があった。,f
レビューシート,2024,12,電子決裁システム（ＥＡＳＹ）（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,電子決裁システム担当,,,,B,富士電機株式会社,9020001071492,神奈川県川崎市川崎区田辺新田１番１号,301,電子決裁システムの運用・保守業務の請負,f,1003200000,一般競争契約（総合評価）,,1,,下見積もり提出業者に入札しなかった理由を確認したところ、社内検討した結果、現状リソースでは対応できなくなったため入札参加を見送ったとの回答があった。,f
レビューシート,2024,13,共通情報検索システム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,ｅーＬＡＷＳ／共通情報検索システム担当,,,,B,独立行政法人国立印刷局,6010405003434,東京都港区虎ノ門２丁目２番５号,399,e-LAWS用公布法令XML作成,f,607200000,随意契約（その他）,,,,,f
レビューシート,2024,14,政府認証基盤（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,デジタル社会共通機能,,,トラスト担当　政府認証基盤（ＧＰＫＩ）班,,,A,一般社団法人行政情報システム研究所,9010005005761,東京都千代田区日比谷公園１番３号市政会館１階,399,政府認証基盤の運用・保守の請負,f,3584553148,その他,契約変更,,,,f
レビューシート,2024,14,政府認証基盤（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,デジタル社会共通機能,,,トラスト担当　政府認証基盤（ＧＰＫＩ）班,,,B,ＮＥＣキャピタルソリューション株式会社,8010401021784,東京都港区港南２丁目１５番３号,301,政府認証基盤 新官職認証局の構築、電子署名付与・検証機能の本番環境適用に係る機器等の借入,f,539124085,一般競争契約（総合評価）,,1,98.2,,f
レビューシート,2024,15,電子政府の総合窓口システム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,国民向けサービス,,,ｅーＧｏｖ班,,,A,東京センチュリー株式会社,6010401015821,東京都千代田区神田練塀町３番地,301,e-Govに係る機器・ソフトウェア等賃貸借,f,767647000,その他,変更契約,,,,f
レビューシート,2024,15,電子政府の総合窓口システム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,国民向けサービス,,,ｅーＧｏｖ班,,,C,富士通株式会社,1020001071491,神奈川県川崎市中原区上小田中４丁目１番１号,301,e-Govに係る運用・保守等業務,f,2268902000,その他,変更契約,,,,f
レビューシート,2024,15,電子政府の総合窓口システム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,国民向けサービス,,,ｅーＧｏｖ班,,,C,富士通株式会社,1020001071491,神奈川県川崎市中原区上小田中４丁目１番１号,301,e-Gov審査支援サービスの運用・保守等業務,f,967670000,一般競争契約（総合評価）,,1,100,,f
レビューシート,2024,15,電子政府の総合窓口システム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,国民向けサービス,,,ｅーＧｏｖ班,,,E,富士通株式会社,1020001071491,神奈川県川崎市中原区上小田中４丁目１番１号,301,e-Gov審査支援サービスの設計・開発等,f,2566358000,その他,変更契約,,,,f
レビューシート,2024,15,電子政府の総合窓口システム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,国民向けサービス,,,ｅーＧｏｖ班,,,E,日本電気株式会社,7010401022916,東京都港区芝５丁目７番１号,301,e-Govのクラウド移行及び機能拡充に関する設計・開発等,f,3085963000,その他,変更契約,,,,f
レビューシート,2024,15,電子政府の総合窓口システム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,国民向けサービス,,,ｅーＧｏｖ班,,,E,日本電気株式会社,7010401022916,東京都港区芝５丁目７番１号,301,国・地方共通相談チャットボットの設計・開発等,f,130662400,その他,変更契約,,,,f
レビューシート,2024,15,電子政府の総合窓口システム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,国民向けサービス,,,ｅーＧｏｖ班,,,E,株式会社エヌ・ティ・ティ・データ,9010601021385,,,REPS連携サービスの提供等,f,86988000,その他,変更契約,,,,f
レビューシート,2024,18,政府共通ネットワーク（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通ネットワーク担当,,,,A,一般社団法人行政情報システム研究所,9010005005761,,,政府共通ネットワークサービス／※変更契約により契約総額を変更,f,3356778000,随意契約（その他）,,0,0,契約事業者を変更すると、既存のサービスとの互換性の要件に合致しないサービスを調達せざるを得なくなることから同社と随意契約を行った。,f
レビューシート,2024,25,旅費等内部管理業務共通システム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,旅費等内部管理業務共通システム担当,,,,A,富士通株式会社,1020001071491,神奈川県川崎市中原区上小田中４丁目１番１号,301,令和5年度～令和8年度旅費等内部管理業務共通システムの運用業務,f,1296900000,随意契約（不落・不調）,,0,0,,f
レビューシート,2024,25,旅費等内部管理業務共通システム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,旅費等内部管理業務共通システム担当,,,,B,富士通株式会社,1020001071491,神奈川県川崎市中原区上小田中４丁目１番１号,301,令和5年度～令和8年度旅費等内部管理業務共通システムのアプリケーション保守業務（変更契約あり）,f,757498000,随意契約（その他）,,0,0,,f
レビューシート,2024,26,法人共通認証基盤（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,国民向けサービス,,,ＧビズＩＤ班,,,,,,,,,,,,,,,,
レビューシート,2024,27,補助金申請システム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,国民向けサービス,,,Ｊグランツ班,,,A,アクセンチュア株式会社,7010401001556,東京都港区赤坂１丁目８番１号,301,令和５年度　補助金申請システムの運用及び保守等業務（変更契約有）,f,915024000,一般競争契約（総合評価）,,1,,,f
レビューシート,2024,27,補助金申請システム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,国民向けサービス,,,Ｊグランツ班,,,B,アクセンチュア株式会社,7010401001556,東京都港区赤坂１丁目８番１号,301,令和５年度　補助金申請システムのクラウドサービスライセンス調達,f,295313700,一般競争契約（総合評価）,,1,100,,f
レビューシート,2024,31,国土強靱化政策推進経費,1,内閣官房,内閣官房,副長官補付,,国土強靭化推進室,,,,,,,,,,,,,,,,,
レビューシート,2024,33,我が国の領土・主権に関する調査研究経費,1,内閣官房,内閣官房,副長官補付,,領土・主権対策企画調整室,,,,,,,,,,,,,,,,,
レビューシート,2024,34,健康・医療戦略の推進に必要な経費,1,内閣官房,内閣官房,副長官補付,,健康・医療戦略室,,,,,,,,,,,,,,,,,
レビューシート,2024,35,水循環推進経費,1,内閣官房,内閣官房,副長官補付,,水循環政策本部事務局,,,,,,,,,,,,,,,,,
レビューシート,2024,38,地方創生施策の充実・強化に向けた調査・分析事業,1,内閣官房,内閣官房,副長官補付,,新しい地方経済・生活環境創生本部事務局,,,,,,,,,,,,,,,,,
レビューシート,2024,39,地域活性化推進経費,1,内閣官房,内閣官房,副長官補付,,産業遺産の世界遺産登録推進室担当,,,,,,,,,,,,,,,,,
レビューシート,2024,41,ギャンブル等依存症対策推進本部事務局経費,1,内閣官房,内閣官房,副長官補付,,ギャンブル等依存症対策推進本部事務局,,,,,,,,,,,,,,,,,
レビューシート,2024,42,新型コロナウイルス感染症対策に係る普及啓発の推進,1,内閣官房,内閣官房,内閣感染症危機管理統括庁,,,,,,,,,,,,,,,,,,,
レビューシート,2024,43,スマートライフ実現のためのＡＩシミュレーション,1,内閣官房,内閣官房,内閣感染症危機管理統括庁,,,,,,,,,,,,,,,,,,,
レビューシート,2024,44,緊急事態に備えた調査・研究等経費,1,内閣官房,内閣官房,副長官補付（事態）,,,,,,,,,,,,,,,,,,,
レビューシート,2024,45,内閣広報経費,1,内閣官房,内閣官房,広報室,,,,,,,,,,,,,,,,,,,
レビューシート,2024,46,情報収集衛星の研究・開発,1,内閣官房,内閣官房,室,,室２,,,,A,国立研究開発法人宇宙航空研究開発機構,9012405001241,東京都調布市深大寺東町７丁目４４番地１,399,情報収集衛星の研究・開発,f,44893639000,随意契約（その他）,,1,,会計法第29条の3第5項、予算決算及び会計令第99条第1号,f
レビューシート,2024,46,情報収集衛星の研究・開発,1,内閣官房,内閣官房,室,,室２,,,,B,国立研究開発法人情報通信研究機構,7012405000492,東京都小金井市貫井北町４丁目２番１号,399,情報収集衛星の研究・開発,f,22250695000,随意契約（その他）,,1,,会計法第29条の3第5項、予算決算及び会計令第99条第1号,f
レビューシート,2024,46,情報収集衛星の研究・開発,1,内閣官房,内閣官房,室,,室２,,,,C,日本電気株式会社,7010401022916,東京都港区芝５丁目７番１号,301,情報収集衛星に係る地上システムの開発,f,5412000000,随意契約（企画競争）,,2,,,f
レビューシート,2024,46,情報収集衛星の研究・開発,1,内閣官房,内閣官房,室,,室２,,,,D,三菱重工業株式会社,8010401050387,東京都千代田区丸の内３丁目２番３号,301,情報収集衛星に係るロケット打上げ輸送サービス,f,640200000,随意契約（その他）,,1,,,f
レビューシート,2024,46,情報収集衛星の研究・開発,1,内閣官房,内閣官房,室,,室２,,,,G,株式会社三菱総合研究所,6010001030403,,,情報収集衛星に係る地上システムの開発支援,f,1284800000,随意契約（企画競争）,,1,,企画競争説明書を受領したものの、提案を辞退した業者に聴取したところ、「人材や体制の確保が困難」等の意見があった。／今後も競争性の確保に留意しつつ、要件の見直しなど、必要な取組について検討する。／なお、落札率については、予定価格が類推される恐れがあることから非公表としている。,f
レビューシート,2024,47,サイバーセキュリティ戦略本部等経費,1,内閣官房,内閣官房,内閣サイバーセキュリティセンター,,,,,,,,,,,,,,,,,,,
レビューシート,2024,48,内閣サイバーセキュリティセンター情報システム等経費,1,内閣官房,内閣官房,内閣サイバーセキュリティセンター,,,,,,,,,,,,,,,,,,,
レビューシート,2024,49,人身安全関連事案対策の推進,7,警察庁,警察庁,警察庁,生活安全局,人身安全・少年課,,,,,,,,,,,,,,,,,
レビューシート,2024,50,「魅力的な地域をつくる」ための先行事例調査・研究,1,内閣官房,内閣官房,副長官補付,,新しい地方経済・生活環境創生本部事務局,,,,,,,,,,,,,,,,,
レビューシート,2024,56,マイキープラットフォーム関連システム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,国民向けサービス,,,カード自治体利用推進班,,,,,,,,,,,,,,,,
レビューシート,2024,74,法人データ連携基盤（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,デジタル社会共通機能,,（旧）基準・標準担当,,ベースレジストリ班,,,,,,,,,,,,,,,
レビューシート,2024,86,特定複合観光施設区域整備推進室経費,1,内閣官房,内閣官房,副長官補付,,特定複合観光施設区域整備推進室,,,,,,,,,,,,,,,,,
レビューシート,2024,87,地理空間情報活用推進経費,1,内閣官房,内閣官房,副長官補付,,地理空間情報活用推進室,,,,,,,,,,,,,,,,,
レビューシート,2024,88,国際博覧会推進本部経費,1,内閣官房,内閣官房,副長官補付,,国際博覧会推進本部事務局,,,,,,,,,,,,,,,,,
レビューシート,2024,89,孤独・孤立対策担当室経費,1,内閣官房,内閣官房,副長官補付,,孤独・孤立対策担当室,,,,,,,,,,,,,,,,,
レビューシート,2024,91,国立公文書館の展示・運営の在り方等に関する調査検討経費,4,内閣府,内閣府,大臣官房,,公文書管理課,,,,,,,,,,,,,,,,,
レビューシート,2024,96,戦略的広報経費（国内）,4,内閣府,内閣府,大臣官房,,政府広報室,,,,,,,,,,,,,,,,,
レビューシート,2024,97,戦略的広報経費（国際）,4,内閣府,内閣府,大臣官房,,政府広報室,,,,,,,,,,,,,,,,,
レビューシート,2024,98,国際広報経費,4,内閣府,内閣府,大臣官房,,政府広報室,,,,,,,,,,,,,,,,,
レビューシート,2024,99,世論調査等経費,4,内閣府,内閣府,大臣官房,,政府広報室,,,,,,,,,,,,,,,,,
レビューシート,2024,100,アイヌ政策推進交付金,4,内閣府,内閣府,大臣官房,,アイヌ施策推進室,,,,,,,,,,,,,,,,,
レビューシート,2024,101,政府調達苦情処理の推進に必要な経費,4,内閣府,内閣府,政策統括官（経済財政運営担当）,,参事官（予算編成基本方針担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,102,対日直接投資の促進に必要な経費,4,内閣府,内閣府,政策統括官（経済財政運営担当）,,対日直接投資推進室,,,,,,,,,,,,,,,,,
レビューシート,2024,103,道州制特区の推進に必要な経費,4,内閣府,内閣府,政策統括官（経済財政運営担当）,,道州制特区担当室,,,,,,,,,,,,,,,,,
レビューシート,2024,104,民間資金等活用事業調査等に必要な経費,4,内閣府,内閣府,政策統括官（経済社会システム担当）,,民間資金等活用事業推進室,,,,,,,,,,,,,,,,,
レビューシート,2024,105,市民活動の促進に必要な経費,4,内閣府,内閣府,政策統括官（共生・共助担当）,,政策統括官（共生・共助担当）　参事官（共助社会づくり推進担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,106,休眠預金等活用に関する調査等に必要な経費,4,内閣府,内閣府,政策統括官（共生・共助担当）,,政策統括官（共生・共助担当）　休眠預金等活用担当室,,,,,,,,,,,,,,,,,
レビューシート,2024,107,国内の経済動向調査等に必要な経費,4,内閣府,内閣府,政策統括官（経済財政分析担当）,,参事官（総括担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,108,国内の経済動向に係る産業及び地域経済の調査等に必要な経費,4,内閣府,内閣府,政策統括官（経済財政分析担当）,,参事官（地域担当）,,,,A,三菱ＵＦＪリサーチ＆コンサルティング株式会社,3010401011971,東京都港区虎ノ門５丁目１１番２号,301,景気ウォッチャー調査の実施（ウォッチャーの選定、依頼、指導、景気ウォッチャーWebシステムの運用、定性分析、セミナー開催、調査とりまとめなど）,f,396000000,一般競争契約（総合評価）,,1,100,,f
レビューシート,2024,109,海外の経済動向調査等に必要な経費,4,内閣府,内閣府,政策統括官（経済財政分析担当）,,参事官（海外担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,110,地方創生に向けたSDGs推進事業,4,内閣府,内閣府,政策統括官（経済財政分析担当）,,地方創生推進室,,,,,,,,,,,,,,,,,
レビューシート,2024,111,地方創生リーダー人材の育成・普及事業に必要な経費,4,内閣府,内閣府,政策統括官（経済財政分析担当）,,地方創生推進室,,,,,,,,,,,,,,,,,
レビューシート,2024,112,地方版総合戦略の推進に必要な経費,4,内閣府,内閣府,政策統括官（経済財政分析担当）,,地方創生推進室,,,,,,,,,,,,,,,,,
レビューシート,2024,113,高校生の地域留学の推進のための高校魅力化支援事業,4,内閣府,内閣府,政策統括官（経済財政分析担当）,,地方創生推進室,,,,,,,,,,,,,,,,,
レビューシート,2024,114,地域の担い手展開推進事業,4,内閣府,内閣府,政策統括官（経済財政分析担当）,,地方創生推進室,,,,,,,,,,,,,,,,,
レビューシート,2024,116,地方へのサテライトキャンパス設置等に関するマッチング支援事業,4,内閣府,内閣府,政策統括官（経済財政分析担当）,,地方創生推進室,,,,,,,,,,,,,,,,,
レビューシート,2024,118,関係人口創出・拡大のための対流促進事業,4,内閣府,内閣府,政策統括官（経済財政分析担当）,,地方創生推進室,,,,,,,,,,,,,,,,,
レビューシート,2024,119,地方創生テレワーク推進事業,4,内閣府,内閣府,政策統括官（経済財政分析担当）,,地方創生推進室,,,,,,,,,,,,,,,,,
レビューシート,2024,121,地方創生臨時交付金効果促進事業,4,内閣府,内閣府,政策統括官（経済財政分析担当）,,地方創生推進室,,,,,,,,,,,,,,,,,
レビューシート,2024,122,新型コロナウイルス感染症対応地方創生臨時交付金,4,内閣府,内閣府,政策統括官（経済財政分析担当）,,地方創生推進室,,,,,,,,,,,,,,,,,
レビューシート,2024,123,国家戦略特区の推進に必要な経費,4,内閣府,内閣府,地方創生推進事務局,,,,,,,,,,,,,,,,,,,
レビューシート,2024,124,中心市街地の活性化の推進に必要な経費,4,内閣府,内閣府,地方創生推進事務局,,,,,,,,,,,,,,,,,,,
レビューシート,2024,125,構造改革特別区域計画の認定等に必要な経費,4,内閣府,内閣府,地方創生推進事務局,,,,,,,,,,,,,,,,,,,
レビューシート,2024,126,地域再生の推進に必要な経費,4,内閣府,内閣府,地方創生推進事務局,,,,,,,,,,,,,,,,,,,
レビューシート,2024,127,地方創生応援税制（企業版ふるさと納税）普及促進事業,4,内閣府,内閣府,地方創生推進事務局,,,,,,,,,,,,,,,,,,,
レビューシート,2024,128,総合特区計画に基づく支援措置等に必要な経費,4,内閣府,内閣府,地方創生推進事務局,,,,,,,,,,,,,,,,,,,
レビューシート,2024,129,総合特区の推進調整に必要な経費,4,内閣府,内閣府,地方創生推進事務局,,,,,,,,,,,,,,,,,,,
レビューシート,2024,130,デジタル田園都市国家構想交付金（地方創生推進タイプ）＜（旧）地方創生推進交付金＞,4,内閣府,内閣府,地方創生推進事務局,,,,,,,,,,,,,,,,,,,
レビューシート,2024,131,デジタル田園都市国家構想交付金（地方創生拠点整備タイプ）＜（旧）地方創生拠点整備交付金＞,4,内閣府,内閣府,地方創生推進事務局,,,,,,,,,,,,,,,,,,,
レビューシート,2024,132,交付金効果検証分析事業,4,内閣府,内閣府,地方創生推進事務局,,,,,,,,,,,,,,,,,,,
レビューシート,2024,133,地方大学・地域産業創生交付金,4,内閣府,内閣府,地方創生推進事務局,,,,,,,,,,,,,,,,,,,
レビューシート,2024,134,スーパーシティ構想等の推進に必要な経費,4,内閣府,内閣府,地方創生推進事務局,,,,,,,,,,,,,,,,,,,
レビューシート,2024,135,総合戦略に基づく重点施策広報事業,4,内閣府,内閣府,地方創生推進事務局,,,,,,,,,,,,,,,,,,,
レビューシート,2024,136,都市再生推進経費,4,内閣府,内閣府,地方創生推進事務局,,,,,,,,,,,,,,,,,,,
レビューシート,2024,137,産業遺産に係る情報収集・情報発信の充実強化に必要な経費,4,内閣府,内閣府,地方創生推進事務局,,,,,,,,,,,,,,,,,,,
レビューシート,2024,138,特定地域づくり事業の推進に必要な経費,4,内閣府,内閣府,地方創生推進事務局,,,,,,,,,,,,,,,,,,,
レビューシート,2024,140,戦略的イノベーション創造プログラム（エネルギー分野、次世代インフラ分野及び地域資源分野）,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官（重要課題担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,141,科学技術イノベーション創造推進費（健康・医療分野）,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,,日本医療研究開発機構担当室,,,,,,,,,,,,,,,,
レビューシート,2024,142,研究開発とSociety5.0との橋渡しプログラム（BRIDGE）,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官（事業推進総括担当）,,,,,,,,,,,,,,,,,
レビューシート,2024,143,遺棄化学兵器廃棄処理事業経費,4,内閣府,内閣府,大臣官房,,遺棄化学兵器処理担当室,,,,O,株式会社本間組,6110001005155,新潟県新潟市中央区西湊町通３ノ町３３００番地３,301,松花江（佳木斯地区）発掘・回収事業のうち改良型潜水工法による発掘・回収業務（令和５年度～令和６年度）,f,687500000,一般競争契約（最低価格）,,1,,,f
レビューシート,2024,143,遺棄化学兵器廃棄処理事業経費,4,内閣府,内閣府,大臣官房,,遺棄化学兵器処理担当室,,,,P,株式会社ウインディーネットワーク,2080101014435,静岡県下田市東本郷１丁目１９番４号,301,松花江（佳木斯地区）発掘・回収事業のうち水中金属物探査業務（令和５年度～令和６年度）,f,709747000,一般競争契約（最低価格）,,1,,,f
レビューシート,2024,143,遺棄化学兵器廃棄処理事業経費,4,内閣府,内閣府,大臣官房,,遺棄化学兵器処理担当室,,,,Q,株式会社神戸製鋼所,6140001005714,兵庫県神戸市中央区脇浜海岸通２丁目２番４号,301,中国各地域の遺棄化学兵器移動式処理業務,f,4556511000,随意契約（その他）,,,,理由：当該事業者が設計製作した設備の賃貸業務及び運転等業務であり、引き続き当該事業者へ委託することが経済的かつ合理的であるため。／改善策：契約締結時に事業者へのヒアリングを行い、価格交渉を実施した。,f
レビューシート,2024,143,遺棄化学兵器廃棄処理事業経費,4,内閣府,内閣府,大臣官房,,遺棄化学兵器処理担当室,,,,R,Ｄｙｎａｓａｆｅ　Ｄｅｍｉｌ　Ｓｙｓｔｅｍｓ　ＡＢ,,,,令和５年度中国各地域の遺棄化学兵器移動式処理（高機動型）業務,f,5683173000,随意契約（その他）,,,,理由：当該事業者が設計製作した設備の賃貸業務及び運転等業務であり、引き続き当該事業者へ委託することが経済的かつ合理的であるため。／改善策：契約締結時に事業者へのヒアリングを行い、価格交渉を実施した。,f
レビューシート,2024,143,遺棄化学兵器廃棄処理事業経費,4,内閣府,内閣府,大臣官房,,遺棄化学兵器処理担当室,,,,S,株式会社神戸製鋼所,6140001005714,兵庫県神戸市中央区脇浜海岸通２丁目２番４号,301,ハルバ嶺事業における遺棄化学兵器のＸ線鑑定装置（１号機、２号機及び３号機）及び砲弾管理システムに関する業務,f,2234006000,随意契約（その他）,,,,理由：当該事業者が設計製作した設備の賃貸業務及び運転等業務であり、引き続き当該事業者へ委託することが経済的かつ合理的であるため。／改善策：契約締結時に事業者へのヒアリングを行い、価格交渉を実施した。,f
レビューシート,2024,143,遺棄化学兵器廃棄処理事業経費,4,内閣府,内閣府,大臣官房,,遺棄化学兵器処理担当室,,,,T,株式会社神戸製鋼所,6140001005714,兵庫県神戸市中央区脇浜海岸通２丁目２番４号,301,ハルバ嶺における危険廃棄物処理業務,f,14270372000,随意契約（その他）,,,,理由：当該事業者が設計製作した設備の賃貸業務及び運転等業務であり、引き続き当該事業者へ委託することが経済的かつ合理的であるため。／改善策：契約締結時に事業者へのヒアリングを行い、価格交渉を実施した。,f
レビューシート,2024,143,遺棄化学兵器廃棄処理事業経費,4,内閣府,内閣府,大臣官房,,遺棄化学兵器処理担当室,,,,U,株式会社神戸製鋼所,6140001005714,兵庫県神戸市中央区脇浜海岸通２丁目２番４号,301,ハルバ嶺における遺棄化学兵器廃棄処理業務（制御爆破方式）,f,15289576000,随意契約（その他）,,,,理由：当該事業者が設計製作した設備の賃貸業務及び運転等業務であり、引き続き当該事業者へ委託することが経済的かつ合理的であるため。／改善策：契約締結時に事業者へのヒアリングを行い、価格交渉を実施した。,f
レビューシート,2024,143,遺棄化学兵器廃棄処理事業経費,4,内閣府,内閣府,大臣官房,,遺棄化学兵器処理担当室,,,,V,川崎重工業株式会社,1140001005719,兵庫県神戸市中央区東川崎町３丁目１番１号,301,ハルバ嶺における遺棄化学兵器廃棄処理業務（加熱爆破方式）,f,6405801000,随意契約（その他）,,,,理由：当該事業者が設計製作した設備の賃貸業務及び運転等業務であり、引き続き当該事業者へ委託することが経済的かつ合理的であるため。／改善策：契約締結時に事業者へのヒアリングを行い、価格交渉を実施した。,f
